id,name_en,category_ar,description_en,note_type,intensity_1_10,cas_number,ifra_limit
344,Allyl Amyl Glycolate,فاكهي,"Pineapple, metallic, fruity, green",Heart,5,67634-00-8,100
345,Eugenol,توابل,"Spicy, clove, warm, woody",Heart,5,97-53-0,0.5
346,Isoeugenol,توابل,"Spicy, sweet, floral, carnation",Heart,5,97-54-1,0.02
347,Cinnamaldehyde,توابل,"Spicy, cinnamon, sweet, warm",Heart,5,104-55-2,0.05
348,Benzyl Salicylate,بلسمي,"Faint floral, balsamic, blender",Heart,5,118-58-1,8.0
349,Methyl Ionone Gamma,زهري,"Woody, floral, violet, powdery",Heart,5,127-51-5,100
350,Ionone Alpha,زهري,"Floral, violet, woody, sweet",Heart,5,127-41-3,100
351,Calone,بحري (مائي),"Marine, ozone, watermelon, fresh",Heart,5,28940-11-6,100
352,Scentenal,بحري (مائي),"Marine, green, muguet, ozone",Heart,5,86803-90-9,100
353,Evernyl,ترابي,"Oakmoss, woody, phenolic, earthy",Heart,5,4707-47-5,100
354,Indole,حيواني,"Animalic, fecal in high concentration, floral in low, jasmine",Heart,5,120-72-9,100
355,Ambrettolide,مسك,"Musk, ambrette, floral, fruity",Base,5,28645-51-4,100
356,Methyl Laitone,غورماند (حلو),"Coconut, milk, creamy, lactonic",Heart,5,94201-19-1,100
357,Propyl Iso E Super,خشبي,"Woody, ambergris, velvety (Variation)",Base,5,79695-81-8,100
358,Propyl Maltol,غورماند (حلو),"Sweet, cotton candy, caramel, jam (Variation)",Heart,5,10431-88-8,100
359,Evernyl Butyrate,ترابي,"Oakmoss, woody, phenolic, earthy (Variation)",Heart,5,73712-12-4,100
360,Benzyl Ambrettolide,مسك,"Musky, sweet, floral, ambrette seed (Variation)",Base,5,66347-03-1,9.0
361,Propyl Norlimbanol,خشبي,"Extremely dry, woody, ambery (Variation)",Base,5,59259-83-6,3.1
362,Evernyl Isobutyrate,ترابي,"Oakmoss, woody, phenolic, earthy (Variation)",Heart,5,84766-02-1,100
363,Alpha-Fructone,فاكهي,"Apple, fruity, sweet, woody (Variation)",Heart,5,66887-70-3,100
364,Norlimbanol Butyrate,خشبي,"Extremely dry, woody, ambery (Variation)",Base,5,9914-19-5,100
365,Citronellol Salicylate,زهري,"Floral, rosy, waxy, citrus (Variation)",Heart,5,35621-73-4,12.2
366,Ethyl Geraniol,زهري,"Sweet, floral, rose-like (Variation)",Heart,5,30428-34-8,0.6
367,Cis-Cetalox,عنبر,"Rich, elegant, ambergris, woody (Variation)",Heart,5,12346-27-1,100
368,Methyl Cashmeran,مسك,"Musky, woody, spicy, floral (Variation)",Base,5,24874-41-4,100
369,Benzyl Phenylethyl Alcohol (PEA),زهري,"Mild, warm, rose-honey (Variation)",Heart,5,53559-02-6,100
370,Cis-Ionone Alpha,زهري,"Floral, violet, woody, sweet (Variation)",Heart,5,94501-87-2,100
371,Geraniol Butyrate,زهري,"Sweet, floral, rose-like (Variation)",Heart,5,53966-87-1,21.7
372,Gamma-Citronellol,زهري,"Floral, rosy, waxy, citrus (Variation)",Heart,5,27493-40-6,100
373,Alpha-Eugenol,توابل,"Spicy, clove, warm, woody (Variation)",Heart,5,67619-91-5,100
374,Indole Formate,حيواني,"Animalic, fecal in high concentration, floral in low, jasmine (Variation)",Heart,5,73548-99-4,100
375,Gamma-Norlimbanol,خشبي,"Extremely dry, woody, ambery (Variation)",Base,5,66176-51-1,100
376,Phenylethyl Alcohol (PEA) Propionate,زهري,"Mild, warm, rose-honey (Variation)",Heart,5,88751-75-4,100
377,Ebanol Formate,خشبي,"Rich, sandalwood, slightly musky (Variation)",Base,5,63457-30-8,100
378,Iso E Super Propionate,خشبي,"Woody, ambergris, velvety (Variation)",Base,5,36874-17-7,20.7
379,Ethyl Lyral,زهري,"Soft, delicate floral, lily, cyclamen (Variation)",Heart,5,50766-94-6,100
380,Helvetolide Salicylate,مسك,"Modern, fruity, ambrette-like musk (Variation)",Base,5,19226-33-1,100
381,Cashmeran Butyrate,مسك,"Musky, woody, spicy, floral (Variation)",Base,5,7932-05-9,4.2
382,Trans-Lyral,زهري,"Soft, delicate floral, lily, cyclamen (Variation)",Heart,5,6562-23-4,100
383,Methyl Ethyl Maltol,غورماند (حلو),"Extremely sweet, burnt sugar, caramel (Variation)",Heart,5,11389-78-5,100
384,Ethyl Ethyl Maltol,غورماند (حلو),"Extremely sweet, burnt sugar, caramel (Variation)",Heart,5,47027-75-1,18.6
385,Ebanol Acetate,خشبي,"Rich, sandalwood, slightly musky (Variation)",Base,5,39698-36-8,100
386,Bacdanol Formate,خشبي,"Powerful, woody, sandalwood (Variation)",Base,5,29063-04-2,100
387,Cis-Javanol,خشبي,"Powerful, creamy, rosy sandalwood (Variation)",Base,5,24739-54-8,100
388,Ethyl Gamma Nonalactone,فاكهي,"Coconut, creamy, buttery, fruity (Variation)",Heart,5,44301-93-9,100
389,Ethyl Evernyl,ترابي,"Oakmoss, woody, phenolic, earthy (Variation)",Heart,5,11975-96-6,100
390,Gamma-Lyral,زهري,"Soft, delicate floral, lily, cyclamen (Variation)",Heart,5,87684-77-0,1.7
391,Timberol Salicylate,خشبي,"Dry, woody, amber, powdery (Variation)",Base,5,74979-23-9,100
392,Trans-Kephalis,خشبي,"Rich, warm, woody, amber, tobacco (Variation)",Base,5,75665-49-6,100
393,Beta-Galaxolide,مسك,"Clean, sweet, musky, floral, woody (Variation)",Base,5,35519-85-9,100
394,Ethylene Brassylate Acetate,مسك,"Sweet, powdery, vanilla-musk (Variation)",Base,5,47396-86-1,100
395,Methyl Kephalis,خشبي,"Rich, warm, woody, amber, tobacco (Variation)",Base,5,47665-46-8,100
396,Fructone Isobutyrate,فاكهي,"Apple, fruity, sweet, woody (Variation)",Heart,5,16830-31-6,100
397,Trans-Ambrettolide,مسك,"Musky, sweet, floral, ambrette seed (Variation)",Base,5,71385-98-9,100
398,Cis-Romandolide,مسك,"Musky, sweet, powdery, blackberry (Variation)",Base,5,26623-80-6,100
399,Ethyl Cinnamaldehyde,توابل,"Spicy, cinnamon, sweet, warm (Variation)",Heart,5,90999-03-7,100
400,Benzyl Gamma Nonalactone,فاكهي,"Coconut, creamy, buttery, fruity (Variation)",Heart,5,87151-46-3,100
401,Ambrettolide Propionate,مسك,"Musk, ambrette, floral, fruity (Variation)",Base,5,40805-48-4,100
402,Propyl Indole,حيواني,"Animalic, fecal in high concentration, floral in low, jasmine (Variation)",Heart,5,52448-78-3,100
403,Hydroxycitronellal Isobutyrate,زهري,"Sweet, floral, lily of the valley (Variation)",Heart,5,84281-31-2,6.8
404,Cetalox Salicylate,عنبر,"Rich, elegant, ambergris, woody (Variation)",Heart,5,28682-88-1,0.3
405,Alpha-Ethylene Brassylate,مسك,"Sweet, powdery, vanilla-musk (Variation)",Base,5,79318-28-8,13.1
406,Alpha-Allyl Amyl Glycolate,فاكهي,"Pineapple, metallic, fruity, green (Variation)",Heart,5,32769-73-7,20.5
407,Isoeugenol Salicylate,توابل,"Spicy, sweet, floral, carnation (Variation)",Heart,5,41021-73-4,18.2
408,Phenylethyl Alcohol (PEA) Acetate,زهري,"Mild, warm, rose-honey (Variation)",Heart,5,18676-51-0,100
409,Ambroxan Propionate,عنبر,"Ambergris, woody, dry, radiant (Variation)",Heart,5,84814-64-7,100
410,Vertofix Coeur Isobutyrate,خشبي,"Woody, vetiver, cedar, leather (Variation)",Base,5,81019-19-8,100
411,Beta-Hedione,زهري,"Transparent, radiant, jasmine-like floral (Variation)",Heart,5,94153-62-4,3.4
412,Beta-Geraniol,زهري,"Sweet, floral, rose-like (Variation)",Heart,5,43538-20-3,100
413,Timbersilk Isobutyrate,خشبي,"Smooth, woody, amber (Variation)",Base,5,81040-08-1,100
414,Coumarin Butyrate,غورماند (حلو),"Sweet, hay, tonka bean, almond (Variation)",Heart,5,80055-13-4,100
415,Ethylene Brassylate Formate,مسك,"Sweet, powdery, vanilla-musk (Variation)",Base,5,85199-90-4,100
416,Ambroxan Isobutyrate,عنبر,"Ambergris, woody, dry, radiant (Variation)",Heart,5,57984-83-1,6.3
417,Bacdanol Isobutyrate,خشبي,"Powerful, woody, sandalwood (Variation)",Base,5,39914-23-5,100
418,Cinnamaldehyde Salicylate,توابل,"Spicy, cinnamon, sweet, warm (Variation)",Heart,5,16552-10-7,12.9
419,Alpha-Ebanol,خشبي,"Rich, sandalwood, slightly musky (Variation)",Base,5,58003-13-7,100
420,Bacdanol Isobutyrate,خشبي,"Powerful, woody, sandalwood (Variation)",Base,5,39914-23-5,100
421,Alpha-Romandolide,مسك,"Musky, sweet, powdery, blackberry (Variation)",Base,5,72147-52-4,100
422,Benzyl Gamma Nonalactone,فاكهي,"Coconut, creamy, buttery, fruity (Variation)",Heart,5,87151-46-3,100
423,Linalyl Acetate Salicylate,حمضي,"Sweet, green, citrus, bergamot-like (Variation)",Heart,5,62601-59-7,100
424,Methyl Ethyl Vanillin,غورماند (حلو),"Very sweet, intense vanilla, 3x stronger (Variation)",Heart,5,23066-13-4,100
425,Timbersilk Formate,خشبي,"Smooth, woody, amber (Variation)",Base,5,47151-00-8,12.4
426,Cinnamaldehyde Acetate,توابل,"Spicy, cinnamon, sweet, warm (Variation)",Heart,5,30449-94-7,100
427,Ambroxan Butyrate,عنبر,"Ambergris, woody, dry, radiant (Variation)",Heart,5,70743-03-9,4.0
428,Trans-Eugenol,توابل,"Spicy, clove, warm, woody (Variation)",Heart,5,83630-79-9,18.7
429,Beta-Hedione,زهري,"Transparent, radiant, jasmine-like floral (Variation)",Heart,5,94153-62-4,4.3
430,Benzyl Clearwood,خشبي,"Modern patchouli, clean, transparent (Variation)",Base,5,32278-22-1,100
431,Gamma Undecalactone Butyrate,فاكهي,"Peach, apricot, fruity, creamy (Variation)",Heart,5,92776-45-1,100
432,Beta-Fructone,فاكهي,"Apple, fruity, sweet, woody (Variation)",Heart,5,53792-07-1,100
433,Norlimbanol Acetate,خشبي,"Extremely dry, woody, ambery (Variation)",Base,5,84720-82-9,100
434,Isoeugenol Formate,توابل,"Spicy, sweet, floral, carnation (Variation)",Heart,5,45161-46-0,11.6
435,Alpha-Romandolide,مسك,"Musky, sweet, powdery, blackberry (Variation)",Base,5,72147-52-4,11.0
436,Beta-Ethyl Vanillin,غورماند (حلو),"Very sweet, intense vanilla, 3x stronger (Variation)",Heart,5,58907-71-9,100
437,Alpha-Florol,زهري,"Fresh, floral, muguet, natural (Variation)",Heart,5,67372-56-7,100
438,Citronellol Formate,زهري,"Floral, rosy, waxy, citrus (Variation)",Heart,5,77659-21-5,100
439,Norlimbanol Salicylate,خشبي,"Extremely dry, woody, ambery (Variation)",Base,5,22223-28-1,100
440,Sandalore Butyrate,خشبي,"Warm, sweet, sandalwood, rich (Variation)",Base,5,41799-44-7,100
441,Cis-3-Hexenol Propionate,أخضر,"Intense green grass, leafy, fresh (Variation)",Heart,5,49011-64-8,100
442,Cetalox Propionate,عنبر,"Rich, elegant, ambergris, woody (Variation)",Heart,5,73705-40-2,100
443,Methyl Gamma Nonalactone,فاكهي,"Coconut, creamy, buttery, fruity (Variation)",Heart,5,55827-67-3,100
444,Citronellol Propionate,زهري,"Floral, rosy, waxy, citrus (Variation)",Heart,5,12518-48-9,17.1
445,Clearwood Isobutyrate,خشبي,"Modern patchouli, clean, transparent (Variation)",Base,5,16488-86-9,100
446,Methyl Galaxolide,مسك,"Clean, sweet, musky, floral, woody (Variation)",Base,5,86674-53-1,100
447,Benzyl Salicylate Acetate,بلسمي,"Faint floral, balsamic, blender (Variation)",Heart,5,62839-63-8,100
448,Helvetolide Acetate,مسك,"Modern, fruity, ambrette-like musk (Variation)",Base,5,79474-00-6,10.8
449,Kephalis Acetate,خشبي,"Rich, warm, woody, amber, tobacco (Variation)",Base,5,64944-84-6,10.1
450,Alpha-Clearwood,خشبي,"Modern patchouli, clean, transparent (Variation)",Base,5,25527-22-9,100
451,Beta-Ionone Alpha,زهري,"Floral, violet, woody, sweet (Variation)",Heart,5,27024-85-9,100
452,Methyl Ethylene Brassylate,مسك,"Sweet, powdery, vanilla-musk (Variation)",Base,5,22882-65-4,100
453,Kephalis Butyrate,خشبي,"Rich, warm, woody, amber, tobacco (Variation)",Base,5,23911-56-8,100
454,Maltol Butyrate,غورماند (حلو),"Sweet, cotton candy, caramel, jam (Variation)",Heart,5,49806-37-3,24.2
455,Gamma-Hydroxycitronellal,زهري,"Sweet, floral, lily of the valley (Variation)",Heart,5,82447-71-7,20.4
456,Lilial Formate,زهري,"Floral, muguet, watery, green (Variation)",Heart,5,19181-08-8,100
457,Trans-Phenylethyl Alcohol (PEA),زهري,"Mild, warm, rose-honey (Variation)",Heart,5,44516-81-3,100
458,Benzyl Ionone Alpha,زهري,"Floral, violet, woody, sweet (Variation)",Heart,5,82468-14-2,100
459,Ethyl Cis-3-Hexenol,أخضر,"Intense green grass, leafy, fresh (Variation)",Heart,5,22033-88-5,20.5
460,Trans-Maltol,غورماند (حلو),"Sweet, cotton candy, caramel, jam (Variation)",Heart,5,41837-22-3,100
461,Gamma-Isoeugenol,توابل,"Spicy, sweet, floral, carnation (Variation)",Heart,5,65525-88-6,1.0
462,Javanol Salicylate,خشبي,"Powerful, creamy, rosy sandalwood (Variation)",Base,5,46973-40-1,100
463,Kephalis Acetate,خشبي,"Rich, warm, woody, amber, tobacco (Variation)",Base,5,64944-84-6,100
464,Calone Butyrate,بحري (مائي),"Marine, ozone, watermelon, fresh (Variation)",Heart,5,19925-90-2,100
465,Cis-Galaxolide,مسك,"Clean, sweet, musky, floral, woody (Variation)",Base,5,61115-34-5,100
466,Trans-Hedione HC,زهري,"High-cis Hedione, more diffusive and floral (Variation)",Heart,5,71061-39-7,100
467,Ethyl Allyl Amyl Glycolate,فاكهي,"Pineapple, metallic, fruity, green (Variation)",Heart,5,46280-47-3,2.3
468,Phenylethyl Alcohol (PEA) Butyrate,زهري,"Mild, warm, rose-honey (Variation)",Heart,5,86874-93-2,100
469,Ethyl Maltol Butyrate,غورماند (حلو),"Extremely sweet, burnt sugar, caramel (Variation)",Heart,5,18206-37-6,100
470,Benzyl Scentenal,بحري (مائي),"Marine, green, muguet, ozone (Variation)",Heart,5,13084-83-6,100
471,Norlimbanol Salicylate,خشبي,"Extremely dry, woody, ambery (Variation)",Base,5,22223-28-1,2.4
472,Ambrettolide Butyrate,مسك,"Musk, ambrette, floral, fruity (Variation)",Base,5,30545-53-7,100
473,Bacdanol Acetate,خشبي,"Powerful, woody, sandalwood (Variation)",Base,5,64210-95-6,2.9
474,Cashmeran Isobutyrate,مسك,"Musky, woody, spicy, floral (Variation)",Base,5,8542-74-9,18.7
475,Timberol Propionate,خشبي,"Dry, woody, amber, powdery (Variation)",Base,5,8008-23-4,100
476,Ebanol Propionate,خشبي,"Rich, sandalwood, slightly musky (Variation)",Base,5,21066-65-3,21.9
477,Methyl Methyl Laitone,غورماند (حلو),"Coconut, milk, creamy, lactonic (Variation)",Heart,5,22478-32-7,100
478,Alpha-Ethylene Brassylate,مسك,"Sweet, powdery, vanilla-musk (Variation)",Base,5,79318-28-8,100
479,Ethyl Allyl Amyl Glycolate,فاكهي,"Pineapple, metallic, fruity, green (Variation)",Heart,5,46280-47-3,3.6
480,Citronellol Isobutyrate,زهري,"Floral, rosy, waxy, citrus (Variation)",Heart,5,29244-53-3,100
481,Bacdanol Propionate,خشبي,"Powerful, woody, sandalwood (Variation)",Base,5,92507-05-3,9.3
482,Lilial Isobutyrate,زهري,"Floral, muguet, watery, green (Variation)",Heart,5,9020-07-1,100
483,Benzyl Gamma Nonalactone,فاكهي,"Coconut, creamy, buttery, fruity (Variation)",Heart,5,87151-46-3,100
484,Vanillin Acetate,غورماند (حلو),"Sweet, intense, vanilla bean (Variation)",Heart,5,44375-94-6,100
485,Methyl Hedione,زهري,"Transparent, radiant, jasmine-like floral (Variation)",Heart,5,23173-17-8,100
486,Musk Ketone Butyrate,مسك,"Sweet, powdery, animalic nitro-musk (Variation)",Base,5,58579-19-6,100
487,Methyl Romandolide,مسك,"Musky, sweet, powdery, blackberry (Variation)",Base,5,75652-33-7,100
488,Ethyl Maltol Isobutyrate,غورماند (حلو),"Extremely sweet, burnt sugar, caramel (Variation)",Heart,5,36921-26-1,8.8
489,Indole Propionate,حيواني,"Animalic, fecal in high concentration, floral in low, jasmine (Variation)",Heart,5,20990-96-0,100
490,Methyl Methyl Ionone Gamma,زهري,"Woody, floral, violet, powdery (Variation)",Heart,5,21673-62-0,100
491,Vertofix Coeur Formate,خشبي,"Woody, vetiver, cedar, leather (Variation)",Base,5,28703-69-3,8.5
492,Beta-Ethyl Vanillin,غورماند (حلو),"Very sweet, intense vanilla, 3x stronger (Variation)",Heart,5,58907-71-9,23.3
493,Trans-Ethyl Vanillin,غورماند (حلو),"Very sweet, intense vanilla, 3x stronger (Variation)",Heart,5,9527-23-5,100
494,Trans-Linalyl Acetate,حمضي,"Sweet, green, citrus, bergamot-like (Variation)",Heart,5,16927-93-4,100
495,Musk Ketone Acetate,مسك,"Sweet, powdery, animalic nitro-musk (Variation)",Base,5,36580-54-8,100
496,Benzyl Timbersilk,خشبي,"Smooth, woody, amber (Variation)",Base,5,83797-60-3,100
497,Scentenal Salicylate,بحري (مائي),"Marine, green, muguet, ozone (Variation)",Heart,5,26861-75-0,100
498,Gamma Undecalactone Salicylate,فاكهي,"Peach, apricot, fruity, creamy (Variation)",Heart,5,89258-11-7,0.2
499,Isoeugenol Formate,توابل,"Spicy, sweet, floral, carnation (Variation)",Heart,5,45161-46-0,100
500,Gamma-Coumarin,غورماند (حلو),"Sweet, hay, tonka bean, almond (Variation)",Heart,5,66670-60-2,100
501,Lilial Isobutyrate,زهري,"Floral, muguet, watery, green (Variation)",Heart,5,9020-07-1,3.5
502,Ambrettolide Formate,مسك,"Musk, ambrette, floral, fruity (Variation)",Base,5,60141-32-6,100
503,Ethyl Vertofix Coeur,خشبي,"Woody, vetiver, cedar, leather (Variation)",Base,5,18371-72-8,100
504,Cis-Indole,حيواني,"Animalic, fecal in high concentration, floral in low, jasmine (Variation)",Heart,5,85657-60-7,17.0
505,Benzyl Methyl Laitone,غورماند (حلو),"Coconut, milk, creamy, lactonic (Variation)",Heart,5,27629-37-6,4.3
506,Linalyl Acetate Salicylate,حمضي,"Sweet, green, citrus, bergamot-like (Variation)",Heart,5,62601-59-7,23.2
507,Lilial Acetate,زهري,"Floral, muguet, watery, green (Variation)",Heart,5,28809-37-3,100
508,Propyl Isoeugenol,توابل,"Spicy, sweet, floral, carnation (Variation)",Heart,5,15160-67-0,3.3
509,Gamma Nonalactone Formate,فاكهي,"Coconut, creamy, buttery, fruity (Variation)",Heart,5,80619-31-4,100
510,Propyl Ethylene Brassylate,مسك,"Sweet, powdery, vanilla-musk (Variation)",Base,5,26345-52-1,100
511,Habanolide Butyrate,مسك,"Elegant, powdery, macrocyclic musk (Variation)",Base,5,43943-38-3,100
512,Beta-Timbersilk,خشبي,"Smooth, woody, amber (Variation)",Base,5,57783-18-9,100
513,Ambrettolide Acetate,مسك,"Musky, sweet, floral, ambrette seed (Variation)",Base,5,45581-43-3,18.6
514,Alpha-Hedione HC,زهري,"High-cis Hedione, more diffusive and floral (Variation)",Heart,5,71303-80-3,2.3
515,Cis-Norlimbanol,خشبي,"Extremely dry, woody, ambery (Variation)",Base,5,92704-11-1,100
516,Sylvamber Acetate,خشبي,"Radiant, woody, ambery (Variation)",Base,5,71098-74-3,100
517,Gamma Nonalactone Butyrate,فاكهي,"Coconut, creamy, buttery, fruity (Variation)",Heart,5,69665-76-6,21.0
518,Bacdanol Propionate,خشبي,"Powerful, woody, sandalwood (Variation)",Base,5,92507-05-3,100
519,Ethyl Hedione HC,زهري,"High-cis Hedione, more diffusive and floral (Variation)",Heart,5,84950-10-3,3.5
520,Ambrettolide Acetate,مسك,"Musky, sweet, floral, ambrette seed (Variation)",Base,5,45581-43-3,100
521,Geraniol Salicylate,زهري,"Sweet, floral, rose-like (Variation)",Heart,5,47710-01-0,100
522,Lyral Isobutyrate,زهري,"Soft, delicate floral, lily, cyclamen (Variation)",Heart,5,42371-41-7,100
